TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,68147,68147,1,Danube Delta,Danube Delta,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,1,0,1422.74496103965,6470,6277.56208518749,Not Reported,0,Designated,1991,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,RO-TL,ROU,ROU,Not Applicable,Not Applicable
Polygon,555543060,555543060,1,Comana National Park,Comana National Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii)(viii),0,0,0,249.63,249.583991504041,Not Applicable,0,Designated,2011,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,RO-GR,ROU,ROU,Not Applicable,Not Applicable
Polygon,555543061,555543061,1,Poiana Stampei Peat Bog,Poiana Stampei Peat Bog,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii),0,0,0,6.4,6.44059877417331,Not Applicable,0,Designated,2011,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,RO-SV,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540969,555540969,1,Grădiștea - Căldărușani - Dridu,Grădiștea - Căldărușani - Dridu,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,64.6910009765625,64.6984952635722,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540970,555540970,1,Grădiștea Muncelului - Ciclovina,Grădiștea Muncelului - Ciclovina,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,381.0680078125,381.159529293164,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540971,555540971,1,Gruia - Gârla Mare,Gruia - Gârla Mare,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,29.6389990234375,29.6286554812797,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540972,555540972,1,Hunedoara Timișană,Hunedoara Timișană,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,15.2730004882812,15.2652916718994,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540973,555540973,1,Ianca - Plopu - Sărat,Ianca - Plopu - Sărat,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,20.335,20.3334197121809,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540974,555540974,1,Iazurile de pe valea Ibănesei - Bașeului - Podrigăi,Iazurile de pe valea Ibănesei - Bașeului - Podrigăi,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,27.6680004882813,27.6585978297145,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540975,555540975,1,Iazurile Miheșu de Câmpie - Tăureni,Iazurile Miheșu de Câmpie - Tăureni,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,11.865,11.8695839745765,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540976,555540976,1,Iezerul Călărași,Iezerul Călărași,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,50.087001953125,50.067485860681,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540978,555540978,1,Lacul Bugeac,Lacul Bugeac,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,13.8540002441406,13.8470290992081,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540979,555540979,1,Lacul Dunăreni,Lacul Dunăreni,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,12.6969995117188,12.6896650902867,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540980,555540980,1,Lacul Gălățui,Lacul Gălățui,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,8.14200012207031,8.13951487719106,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540981,555540981,1,Lacul Oltina,Lacul Oltina,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,33.0989990234375,33.0810702324414,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540982,555540982,1,Lacul Siutghiol,Lacul Siutghiol,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,18.5880004882812,18.5698385341921,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540983,555540983,1,Lacul Stânca Costești,Lacul Stânca Costești,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,21.9280004882812,21.9190943940829,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540984,555540984,1,Lacul Strachina,Lacul Strachina,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,20.1559997558594,20.1501605267197,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540985,555540985,1,Lacurile Tașaul - Corbu,Lacurile Tașaul - Corbu,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,27.34,27.3153803815626,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540986,555540986,1,Lacul Techirghiol,Lacul Techirghiol,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,29.5069995117187,29.4751981618114,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540987,555540987,1,Lacurile de acumulare de pe Argeș,Lacurile de acumulare de pe Argeș,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,22.9139990234375,22.9213189437173,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540988,555540988,1,Lacurile de acumulare Buhuși - Bacău - Berești,Lacurile de acumulare Buhuși - Bacău - Berești,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,56.052001953125,56.0620164547329,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540989,555540989,1,Lacurile Fălticeni,Lacurile Fălticeni,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,7.87400024414062,7.87441556424465,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540990,555540990,1,Lacurile Fundata - Amara,Lacurile Fundata - Amara,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,20.495,20.4917157331038,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540991,555540991,1,Limanu - Herghelia,Limanu - Herghelia,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,8.81200012207031,8.80164214877713,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540992,555540992,1,Lunca Barcăului,Lunca Barcăului,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,52.937998046875,52.91590959624,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540993,555540993,1,Lunca inferioară a Turului,Lunca inferioară a Turului,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,205.3780078125,205.31723101032,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540994,555540994,1,Lunca Mureșului Inferior,Lunca Mureșului Inferior,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,173.97400390625,173.853834203428,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540995,555540995,1,Lunca Prutului - Vlădești - Frumușița,Lunca Prutului - Vlădești - Frumușița,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,146.00900390625,145.975703795661,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540996,555540996,1,Lunca Siretului Inferior,Lunca Siretului Inferior,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,374.795,374.798776483122,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540997,555540997,1,Lunca Siretului Mijlociu,Lunca Siretului Mijlociu,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,103.295,103.305021502216,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540998,555540998,1,Măcin - Niculițel,Măcin - Niculițel,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,673.08796875,672.793458465488,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555540999,555540999,1,Maglavit,Maglavit,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,36.425,36.411540908888,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541000,555541000,1,Măgura Odobești,Măgura Odobești,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,131.647001953125,131.674882324513,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541001,555541001,1,Marea Neagră,Marea Neagră,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,2,0,1484.47193820743,1491.4390625,1489.75786948051,Not Reported,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541002,555541002,1,Măxineni,Măxineni,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,15.3719995117187,15.3714687963634,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541003,555541003,1,Mlaștina Satchinez,Mlaștina Satchinez,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,2.68700012207031,2.68492476270291,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541004,555541004,1,Mlaștinile Murani,Mlaștinile Murani,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,3.29799987792969,3.29684116432004,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541005,555541005,1,Munții Almăjului - Locvei,Munții Almăjului - Locvei,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,1177.70703125,1177.18371687378,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541006,555541006,1,Munții Apuseni - Vlădeasa,Munții Apuseni - Vlădeasa,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,928.59796875,928.676219588133,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541007,555541007,1,Munții Bodoc - Baraolt,Munții Bodoc - Baraolt,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,566.4619921875,566.720834081819,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555541008,555541008,1,Munții Rarău - Giumalău,Munții Rarău - Giumalău,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,21.8630004882813,21.8667358631264,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
