TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555531226,555531226,1,Delta Dunării,Delta Dunării,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,230.656185206565,4536.455,4532.05233606963,Not Reported,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531227,555531227,1,Delta Dunării - zona marină,Delta Dunării - zona marină,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,0,3357.01290973821,3362.001875,3362.10249286713,Not Reported,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531231,555531231,1,Drocea,Drocea,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,261.12400390625,261.098790966176,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531235,555531235,1,Făgetul Clujului - Valea Morii,Făgetul Clujului - Valea Morii,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,16.8640002441406,16.8687949380855,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531236,555531236,1,Pădurea Pătrăuți,Pădurea Pătrăuți,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,87.722998046875,87.7156237879944,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531237,555531237,1,Dealul Mare - Hârlău,Dealul Mare - Hârlău,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,250.62599609375,250.60966866637,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531238,555531238,1,Fânațele Bârca,Fânațele Bârca,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.48,1.47943300543233,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531240,555531240,1,Fânațele de pe Dealul Corhan - Săbed,Fânațele de pe Dealul Corhan - Săbed,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.75,4.75190930983053,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531245,555531245,1,Ferice - Plai,Ferice - Plai,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,19.9309997558594,19.9308318818396,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531203,555531203,1,Codru Moma,Codru Moma,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,246.31599609375,246.294340268145,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531204,555531204,1,Comana,Comana,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,265.7919921875,265.760789688737,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531205,555531205,1,Corabia - Turnu Măgurele,Corabia - Turnu Măgurele,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,83.54099609375,83.5170408664974,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531212,555531212,1,Cușma,Cușma,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,440.8419921875,440.971982837637,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531216,555531216,1,Dealul Cetății Lempeș - Mlaștina Hărman,Dealul Cetății Lempeș - Mlaștina Hărman,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,3.70899993896484,3.71030806339237,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531224,555531224,1,Defileul Jiului,Defileul Jiului,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,109.27099609375,109.2947840194,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531338,555531338,1,Pădurea Topana,Pădurea Topana,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.94,8.94280420408942,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531287,555531287,1,Munții Țarcu,Munții Țarcu,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,586.061015625,586.037934165662,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531288,555531288,1,Muntioru Ursoaia,Muntioru Ursoaia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.55899993896484,1.55949917330634,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531261,555531261,1,Lacurile Fărăgău - Glodeni,Lacurile Fărăgău - Glodeni,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.44800003051758,2.44947297551079,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531266,555531266,1,Lunca Joasă a Prutului,Lunca Joasă a Prutului,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,5.27245388530145,57.5339990234375,57.519675718981,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531270,555531270,1,Lunca Timișului,Lunca Timișului,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,101.72599609375,101.672184643559,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531253,555531253,1,Igniș,Igniș,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,196.3530078125,196.32731211801,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531271,555531271,1,Măgurile Băiței,Măgurile Băiței,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.505,2.50580822003463,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531275,555531275,1,Mlaștina Hergheliei - Obanul Mare și Peștera Movilei,Mlaștina Hergheliei - Obanul Mare și Peștera Movilei,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.31699996948242,2.31394191975905,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531276,555531276,1,Mlaștina Satchinez,Mlaștina Satchinez,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,25.175,25.1593041878621,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555531277,555531277,1,Molhașurile Căpățânei,Molhașurile Căpățânei,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.07900024414062,8.08058220739681,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578987,555578987,1,Pajiștea Fegernic,Pajiștea Fegernic,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.99600006103516,2.99543872825402,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555624587,555624587,1,Culmea Cucuieți,Culmea Cucuieți,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,64.992001953125,65.0022139038281,Not Applicable,0,Designated,2018,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578930,555578930,1,Buzăul Superior,Buzăul Superior,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.99100006103516,1.99208807291159,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578931,555578931,1,Cap Aurora,Cap Aurora,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,0,135.77766203584,135.922001953125,135.827182647768,Not Reported,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555624577,555624577,1,Arpașu de Sus,Arpașu de Sus,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.68200012207031,2.68338984227444,Not Applicable,0,Designated,2018,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578933,555578933,1,Cheile Teregovei,Cheile Teregovei,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.86700012207031,2.86704838256273,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578934,555578934,1,Codrii seculari de la Strâmbu - Băiuț,Codrii seculari de la Strâmbu - Băiuț,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,29.6239990234375,29.6247967569629,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578935,555578935,1,Colinele Elanului,Colinele Elanului,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,7.41400024414062,7.41278039942275,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578936,555578936,1,Comloșu Mare,Comloșu Mare,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,26.2230004882813,26.1988964181552,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555579041,555579041,1,Zau de Câmpie,Zau de Câmpie,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.0939999961853027,0.0940483455646964,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578985,555578985,1,Pajiștea Cenad,Pajiștea Cenad,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,59.652998046875,59.6011872506281,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578992,555578992,1,Peștera - Deleni,Peștera - Deleni,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,25.4930004882813,25.4736095703853,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578994,555578994,1,Podișul Lipovei - Poiana Ruscă,Podișul Lipovei - Poiana Ruscă,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,359.7480078125,359.743995942638,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578997,555578997,1,Pricop - Huta - Certeze,Pricop - Huta - Certeze,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,31.6880004882813,31.6806721311401,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
Polygon,555578999,555578999,1,Râul Bârlad între Zorleni și Gura Gârbăvoțului,Râul Bârlad între Zorleni și Gura Gârbăvoțului,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,24.7880004882812,24.7870471840588,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,See European Commission Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/95e717d4-81dc-415d-a8f0-fecdf7e686b0,State Verified,1832,Not Reported,ROU,ROU,Not Applicable,Not Applicable
